access_mult,N_at_risk,prevalence,AUC_M_acc_w,AUC_dE_over_T,AUC_H_w,AUC_Lambda,AUC_M_plus_dE,dAUC_M_plus_dE,AUC_M_plus_Lambda,dAUC_M_plus_Lambda,dE_over_T_p10,dE_over_T_p90
0.64,195,0.46153846153846156,0.5997883597883598,0.39925925925925926,0.4821164021164021,0.39386243386243386,0.6022222222222222,0.002433862433862455,0.5958730158730159,-0.003915343915343872,0.9492535,1.3230583333333334
0.66,201,0.40298507462686567,0.5452674897119342,0.44969135802469135,0.5079218106995885,0.445679012345679,0.550514403292181,0.00524691358024687,0.5675925925925925,0.022325102880658365,0.95145875,1.3263800000000001
0.68,205,0.4,0.59835415427325,0.4206821336506048,0.5383700178465199,0.3886575451120365,0.6054927622446956,0.00713860797144561,0.6141185802101924,0.015764425936942383,0.9656259999999999,1.3399766666666666
